customer_id,signup_month,tenure_months,plan_type,monthly_fee,num_profiles,watch_hours_last_month,binge_days_last_month,last_login_days_ago,auto_renew,genre_pref,has_kids_profile,device_type,num_devices_used,support_tickets_last_3mo,avg_watch_session_min,ads_watched_last_month,payment_method,is_churned
OTT8015,Jun,9,Standard,199,4,15.6,3,21,Yes,Documentary,No,Mobile,1,1,53.5,53,Debit Card,1
OTT8016,Jun,25,Premium,599,4,25.8,4,23,,Sci-Fi,No,Smart TV,4,2,94.6,8,Credit Card,1
OTT8017,Mar,19,Standard,599,3,23.3,0,3,Yes,Action,Yes,Laptop,2,1,62.3,43,Credit Card,0
OTT8018,Jun,9,Basic,399,2,29.9,2,14,Yes,Drama,No,Laptop,3,1,29.5,21,Net Banking,0
OTT8019,Jun,,Premium,599,4,16.1,8,29,Yes,Action,No,Smart TV,3,0,50.8,30,UPI,1
OTT8020,Mar,27,Standard,599,2,38.7,6,22,Yes,Action,Yes,Tablet,4,1,63.2,38,Net Banking,1
OTT8021,Mar,8,Premium,599,2,61.5,9,19,Yes,Horror,No,Mobile,5,0,44.0,30,Debit Card,1
OTT8022,Jun,23,Premium,399,5,43.7,3,15,,Horror,No,Tablet,2,2,65.5,57,UPI,0
OTT8023,Apr,13,Premium,599,4,34.0,2,8,No,Action,Yes,Mobile,5,,48.0,11,UPI,0
OTT8024,,8,Premium,599,3,55.7,6,10,Yes,Documentary,No,Tablet,4,2,57.9,44,UPI,0
OTT8025,May,13,Standard,599,4,35.7,8,2,Yes,Action,Yes,Smart TV,3,0,67.1,10,Net Banking,0
OTT8026,May,13,Premium,399,5,49.9,5,2,Yes,Documentary,No,Tablet,1,0,60.3,53,Debit Card,0
OTT8027,Jun,17,Standard,199,3,32.9,9,3,No,Comedy,Yes,Tablet,,1,35.5,52,Debit Card,1
OTT8028,Jul,20,,199,3,56.9,0,15,Yes,Horror,No,Smart TV,3,0,25.7,3,Net Banking,0
OTT8029,Jan,,Basic,599,2,42.4,6,24,No,Documentary,Yes,Tablet,2,2,100.9,44,Net Banking,1
OTT8030,Jul,25,Basic,599,4,41.9,3,1,No,Action,No,Mobile,2,0,21.8,46,Credit Card,0
OTT8031,May,16,Standard,399,1,56.6,7,24,Yes,Comedy,Yes,Laptop,5,2,70.7,2,Net Banking,0
OTT8032,Jan,18,Basic,599,1,29.1,0,3,Yes,Drama,No,Tablet,5,1,56.9,35,UPI,0
OTT8033,Jun,9,Standard,399,1,22.6,4,16,Yes,Sci-Fi,Yes,Mobile,1,1,39.6,47,UPI,1
OTT8034,Jul,35,Premium,599,2,40.7,0,0,No,Documentary,No,Tablet,4,0,53.2,58,Net Banking,0
OTT8035,Mar,10,Basic,599,1,37.0,5,7,Yes,Sci-Fi,Yes,Laptop,4,1,96.6,40,Debit Card,0
OTT8036,Feb,35,Basic,599,1,46.5,9,4,Yes,Drama,Yes,Smart TV,5,1,84.0,45,Credit Card,0
OTT8037,Jul,19,Standard,199,3,21.5,3,0,Yes,Drama,No,Smart TV,,1,32.7,56,UPI,0
OTT8038,Mar,13,Standard,199,3,64.7,0,25,No,Documentary,No,Mobile,3,1,66.1,22,Credit Card,1
OTT8039,May,25,Standard,599,1,62.1,9,20,Yes,Horror,No,Mobile,1,1,55.7,1,Debit Card,1
OTT8040,Jan,,Standard,199,2,39.1,8,17,Yes,Drama,No,Mobile,3,1,51.1,35,Debit Card,1
OTT8041,Mar,17,Basic,399,5,53.3,5,27,No,Horror,No,Smart TV,4,2,30.4,51,Net Banking,1
OTT8042,Jul,34,Standard,199,2,29.7,5,19,No,Comedy,No,Laptop,1,0,96.1,0,Net Banking,1
OTT8043,Jul,23,Standard,199,5,38.1,1,14,Yes,Action,No,Tablet,2,0,90.8,49,Debit Card,0
OTT8044,May,3,Basic,399,3,39.7,,14,Yes,Drama,No,Smart TV,1,0,38.0,5,UPI,0
OTT8045,May,10,Standard,599,1,36.9,8,19,Yes,Sci-Fi,No,Laptop,2,0,82.4,31,Debit Card,0
OTT8046,Jan,32,Basic,399,4,27.7,2,2,No,Documentary,Yes,Smart TV,2,1,75.3,39,Net Banking,0
OTT8047,Jun,33,Basic,399,5,25.6,3,4,Yes,Comedy,Yes,Mobile,5,0,52.2,36,UPI,0
OTT8048,Apr,7,Basic,399,1,,8,28,Yes,Comedy,No,Laptop,3,0,80.0,45,UPI,1
OTT8049,Feb,13,Standard,199,,41.8,9,29,Yes,Drama,No,Mobile,2,0,51.2,8,Credit Card,1
OTT8050,Jul,11,Standard,599,1,32.7,4,21,Yes,Comedy,No,Tablet,1,0,60.8,17,Net Banking,1
OTT8051,Apr,15,Premium,,1,35.6,0,28,Yes,Action,No,Laptop,2,,26.9,28,UPI,1
OTT8052,Mar,23,Premium,199,4,56.1,2,0,Yes,,No,Laptop,3,0,31.7,0,Credit Card,0
OTT8053,Apr,19,,399,5,26.4,4,1,Yes,Comedy,No,Tablet,5,1,68.6,47,UPI,0
OTT8054,Jan,8,Standard,199,1,22.4,5,5,Yes,Horror,No,Mobile,3,0,,8,Credit Card,1
OTT8055,Jul,24,Premium,199,5,16.4,5,6,Yes,Horror,No,Laptop,5,0,45.5,9,Net Banking,1
OTT8056,Feb,2,Basic,599,5,39.7,6,4,No,Drama,No,Tablet,3,1,78.9,29,Debit Card,0
OTT8057,Apr,30,Premium,599,2,24.7,5,10,Yes,Action,Yes,Tablet,2,0,21.5,15,UPI,1
OTT8058,Apr,33,Basic,599,4,19.0,3,6,Yes,Drama,Yes,Tablet,5,0,35.8,31,UPI,0
OTT8059,Feb,19,Standard,399,3,27.6,9,1,Yes,Documentary,No,Tablet,4,2,82.0,14,Net Banking,1
OTT8060,Mar,31,Standard,399,2,35.4,,30,Yes,Comedy,No,Smart TV,4,0,65.4,38,Credit Card,1
OTT8061,Jan,24,,599,3,33.3,,29,Yes,Sci-Fi,No,Laptop,3,1,46.2,53,Debit Card,1
OTT8062,Jul,22,Premium,399,2,62.7,1,18,Yes,Horror,No,Mobile,1,0,62.7,51,UPI,0
OTT8063,Feb,29,Standard,399,5,,0,24,Yes,Drama,No,Laptop,1,0,,51,Debit Card,1
OTT8064,Mar,34,Basic,399,1,0.0,9,16,No,Documentary,Yes,Smart TV,1,1,85.8,46,Credit Card,1
OTT8065,Feb,4,Basic,199,5,39.2,9,19,Yes,Action,No,Laptop,2,1,31.5,50,UPI,1
OTT8066,Jan,17,Basic,399,,37.0,4,6,Yes,Comedy,No,Tablet,5,1,71.9,7,UPI,0
OTT8067,Jan,28,Premium,599,1,50.1,2,7,Yes,Comedy,No,Smart TV,1,0,61.7,19,Net Banking,0
OTT8068,Apr,4,Premium,599,2,39.9,4,21,Yes,Sci-Fi,No,Laptop,4,2,78.1,19,Debit Card,1
OTT8069,Apr,,Standard,199,5,39.0,9,9,No,Action,No,Smart TV,2,2,39.0,35,Credit Card,0
OTT8070,May,31,Basic,599,4,3.9,8,18,Yes,Documentary,No,Smart TV,3,0,54.7,55,Credit Card,1
OTT8071,May,15,Premium,399,2,38.7,8,0,Yes,Drama,No,Smart TV,4,0,61.1,2,,0
OTT8072,Apr,9,Standard,399,3,27.7,8,20,Yes,Horror,Yes,Laptop,4,1,27.3,,Credit Card,1
OTT8073,Jan,4,Premium,199,4,25.1,9,1,Yes,Drama,No,Mobile,5,1,46.1,1,UPI,1
OTT8074,Mar,19,Basic,199,2,40.0,0,27,No,Horror,No,Tablet,5,0,78.8,0,Credit Card,1
OTT8075,Jun,34,Premium,399,3,27.6,3,29,Yes,Documentary,No,Tablet,1,0,45.7,57,Debit Card,1
OTT8076,Apr,24,Basic,599,3,46.0,4,25,Yes,Horror,No,Smart TV,1,1,59.5,16,UPI,1
OTT8077,May,11,Premium,199,4,29.7,4,24,Yes,Action,No,Tablet,3,1,20.3,48,Credit Card,1
OTT8078,Jan,35,Standard,599,4,49.6,5,2,Yes,Action,Yes,Tablet,2,2,72.2,36,Debit Card,0
OTT8079,Jun,28,Standard,199,2,53.6,8,25,Yes,Drama,Yes,Tablet,5,1,13.7,35,Debit Card,1
OTT8080,Jul,28,Basic,399,1,38.3,7,0,Yes,Action,No,Smart TV,5,2,,47,Net Banking,0
OTT8081,Feb,11,Basic,199,1,33.8,9,5,Yes,Sci-Fi,No,Smart TV,1,1,68.7,23,Net Banking,1
OTT8082,Apr,34,,399,5,67.5,3,16,,Sci-Fi,Yes,Smart TV,1,0,82.2,21,Debit Card,0
OTT8083,Apr,15,Basic,599,3,46.3,4,29,Yes,Horror,No,Smart TV,5,1,31.0,16,Net Banking,1
OTT8084,Mar,8,Basic,199,2,63.3,1,2,Yes,Comedy,No,Tablet,4,0,43.8,25,UPI,0
OTT8085,Jun,1,Premium,199,2,31.4,4,28,Yes,Sci-Fi,Yes,Mobile,3,1,66.8,26,UPI,1
OTT8086,Jul,24,Premium,599,3,46.3,5,19,Yes,Drama,No,Laptop,1,1,14.0,1,UPI,0
OTT8087,Jan,10,Basic,599,3,41.2,9,25,No,Sci-Fi,No,Smart TV,1,1,64.2,17,Credit Card,1
OTT8088,Mar,17,Basic,199,5,50.2,9,23,Yes,Horror,No,Laptop,5,1,35.6,,Credit Card,1
OTT8089,Jul,14,Basic,199,3,24.2,7,26,Yes,Horror,No,Mobile,5,0,64.2,46,UPI,1
OTT8090,Feb,1,Basic,599,4,62.8,9,8,Yes,Horror,No,Mobile,5,0,74.5,59,UPI,1
OTT8091,Jan,11,Basic,199,1,36.6,,30,Yes,Sci-Fi,No,Tablet,4,0,77.4,28,Net Banking,1
OTT8092,Mar,3,Standard,599,5,33.2,3,8,No,Drama,No,Smart TV,3,2,63.5,48,UPI,0
OTT8093,Feb,17,Basic,199,1,30.0,2,15,Yes,Action,No,Mobile,2,2,55.7,1,Net Banking,1
OTT8094,Feb,11,Premium,199,2,43.3,8,9,Yes,Documentary,No,Tablet,5,0,71.4,56,,1
OTT8095,Apr,24,Basic,199,3,27.1,9,9,No,Horror,Yes,Mobile,4,1,38.0,44,Debit Card,1
OTT8096,Jun,33,Premium,199,3,31.9,7,9,Yes,Action,No,Smart TV,2,1,42.4,18,Debit Card,0
OTT8097,Jun,32,Standard,599,1,17.4,0,27,Yes,Drama,No,Mobile,1,3,66.7,38,Debit Card,1
OTT8098,Jan,25,Premium,599,5,35.9,2,6,Yes,Horror,No,Laptop,,0,56.6,14,Credit Card,0
OTT8099,Feb,27,Premium,599,4,29.7,1,4,Yes,Horror,No,Smart TV,2,0,96.7,1,Credit Card,0
OTT8100,Mar,17,Standard,199,2,28.5,8,20,No,Sci-Fi,No,Mobile,5,1,73.8,30,Debit Card,1
OTT8101,Jan,17,Premium,599,1,25.1,7,20,No,Horror,No,Laptop,5,0,33.8,53,Net Banking,1
OTT8102,Feb,4,Premium,199,4,41.6,0,19,Yes,Action,No,Mobile,5,0,38.2,2,Net Banking,0
OTT8103,Apr,18,Standard,599,1,36.9,3,17,Yes,Action,Yes,Mobile,3,0,51.1,38,Credit Card,0
OTT8104,May,11,Standard,599,3,48.7,6,3,,Action,No,Laptop,1,2,87.7,28,UPI,0
OTT8105,May,12,Standard,199,5,51.3,2,4,No,Documentary,No,Mobile,2,0,59.0,34,Net Banking,0
OTT8106,Jun,10,Standard,,2,53.8,0,16,Yes,Horror,Yes,Laptop,3,1,36.5,21,Net Banking,0
OTT8107,May,15,Premium,399,4,33.5,2,18,No,Horror,No,Laptop,1,0,66.6,42,UPI,0
OTT8108,Feb,11,Basic,399,5,48.3,1,27,Yes,Comedy,No,Laptop,5,1,58.4,4,Credit Card,1
OTT8109,Feb,34,Premium,599,3,49.5,0,17,No,Action,No,Smart TV,1,1,93.3,29,Credit Card,0
OTT8110,Mar,35,Premium,599,3,46.8,6,26,Yes,Sci-Fi,No,Tablet,3,3,43.6,31,UPI,1
OTT8111,May,8,Premium,399,5,48.9,1,15,Yes,Sci-Fi,No,Tablet,2,2,47.9,55,Credit Card,0
OTT8112,May,31,Standard,399,5,44.0,2,28,Yes,Sci-Fi,Yes,Laptop,3,2,13.9,37,Debit Card,1
OTT8113,Jan,15,Basic,599,1,30.8,5,2,Yes,Comedy,No,,2,0,26.5,29,Debit Card,1
OTT8114,Jan,29,Standard,399,5,27.4,0,13,Yes,Documentary,No,Tablet,2,1,34.4,47,Net Banking,0
OTT8115,Feb,15,Standard,599,4,46.7,9,30,Yes,Documentary,No,Tablet,5,0,27.3,29,Credit Card,1
OTT8116,Jun,31,Basic,199,2,54.1,2,9,Yes,Drama,No,Tablet,5,1,68.8,19,Net Banking,0
OTT8117,Jul,7,Basic,399,1,30.0,8,18,Yes,Documentary,No,Laptop,3,1,50.6,5,Debit Card,1
OTT8118,Feb,30,Basic,199,4,21.9,5,15,Yes,Action,No,Mobile,2,0,71.1,36,Net Banking,1
OTT8119,Apr,25,Premium,599,5,53.2,1,6,Yes,Drama,No,Laptop,4,0,41.0,1,,0
OTT8120,Jun,15,Basic,199,3,45.1,9,5,Yes,Documentary,Yes,Laptop,3,1,53.9,55,Net Banking,0
OTT8121,May,13,Premium,599,5,50.1,1,29,Yes,Sci-Fi,No,Mobile,4,1,17.5,24,,1
OTT8122,May,10,Basic,399,4,44.8,1,21,Yes,Documentary,No,Mobile,1,0,38.5,51,Net Banking,0
OTT8123,Feb,19,Basic,199,2,41.0,4,19,Yes,Documentary,No,Tablet,1,0,,20,Credit Card,0
OTT8124,Jul,15,Basic,599,2,48.2,8,14,Yes,Documentary,No,Smart TV,2,0,5.0,48,Net Banking,1
OTT8125,Jul,3,Premium,399,5,22.4,2,19,Yes,Drama,No,Laptop,,1,43.1,44,Debit Card,1
OTT8126,Jul,18,Basic,399,5,5.9,4,8,Yes,Documentary,Yes,Tablet,4,0,57.1,28,Net Banking,1
OTT8127,Mar,22,Standard,399,2,36.5,9,22,Yes,Horror,No,Mobile,1,1,58.9,13,Net Banking,1
OTT8128,Jan,32,Basic,599,3,36.7,0,,Yes,Comedy,No,Smart TV,4,3,60.1,0,Debit Card,1
OTT8129,May,31,Premium,199,4,44.6,3,20,Yes,Drama,Yes,Laptop,5,0,60.5,19,Net Banking,1
OTT8130,Jul,10,Standard,199,3,40.2,6,15,Yes,Documentary,Yes,Smart TV,4,0,72.6,24,Net Banking,0
OTT8131,Mar,21,Basic,399,2,0.1,1,2,No,Documentary,No,Smart TV,4,1,61.1,0,UPI,1
OTT8132,Jun,34,Standard,599,4,48.3,9,12,Yes,Documentary,No,Mobile,2,0,86.8,14,Debit Card,0
OTT8133,Jan,29,Basic,399,1,19.5,8,5,No,Comedy,Yes,Mobile,2,1,47.1,16,Credit Card,1
OTT8134,Jun,10,Standard,199,4,40.2,8,30,Yes,Sci-Fi,Yes,Smart TV,2,0,80.1,0,Net Banking,1
OTT8135,Apr,28,Standard,599,3,24.5,2,2,Yes,Action,No,Smart TV,5,2,53.4,46,Credit Card,0
OTT8136,Jul,10,Basic,399,3,21.3,9,25,Yes,Comedy,Yes,Mobile,3,0,73.3,42,Debit Card,1
OTT8137,Jul,32,Standard,399,4,1.8,0,27,Yes,Comedy,No,Laptop,3,0,66.7,28,UPI,1
OTT8138,Jun,14,Basic,599,5,34.3,1,17,Yes,Sci-Fi,No,Tablet,2,0,47.7,35,Debit Card,0
OTT8139,Jun,32,Premium,199,4,45.4,2,1,Yes,Horror,No,Mobile,5,0,44.8,13,Debit Card,0
OTT8140,Feb,30,Standard,199,2,38.1,5,28,Yes,Horror,No,Mobile,4,0,61.1,14,Credit Card,1
OTT8141,Mar,8,Standard,599,4,26.5,9,21,No,Horror,No,Tablet,3,0,89.1,46,Debit Card,1
OTT8142,Jan,19,Basic,599,3,13.2,1,9,No,Action,Yes,Tablet,3,0,61.4,22,Credit Card,1
OTT8143,Jul,22,Standard,199,5,43.4,5,25,No,Drama,Yes,Tablet,2,,72.7,58,Net Banking,1
OTT8144,Feb,24,Standard,199,5,16.0,6,15,Yes,Sci-Fi,Yes,Smart TV,2,1,87.2,37,Debit Card,1
OTT8145,Jul,28,Standard,599,5,5.0,3,8,Yes,Comedy,No,Laptop,3,1,66.5,52,Credit Card,1
OTT8146,Feb,5,Standard,599,1,60.8,4,5,No,Horror,Yes,Laptop,5,3,59.5,39,Net Banking,0
OTT8147,Jul,9,Standard,599,3,36.7,4,28,Yes,Comedy,No,Laptop,2,,61.4,56,Credit Card,1
OTT8148,May,8,Standard,599,5,49.3,9,5,Yes,Documentary,Yes,Smart TV,2,1,28.3,26,Credit Card,0
OTT8149,Jan,18,Basic,599,5,20.0,5,1,No,Drama,No,Tablet,4,1,34.5,24,Credit Card,1
OTT8150,Feb,13,Premium,199,3,25.1,9,30,Yes,Comedy,Yes,Tablet,5,0,72.3,41,Net Banking,1
OTT8151,May,6,Premium,399,1,56.6,6,6,No,Horror,No,Tablet,,2,46.4,11,Credit Card,0
OTT8152,Jul,16,Standard,199,5,30.1,,12,Yes,Action,No,Laptop,5,1,50.6,22,Net Banking,0
OTT8153,Feb,18,Basic,199,5,,8,22,,Horror,No,Laptop,4,1,50.4,35,Credit Card,1
OTT8154,Jan,17,,599,3,36.5,3,29,Yes,Documentary,No,Laptop,5,1,59.4,49,Credit Card,1
OTT8155,Feb,2,Basic,599,3,44.9,7,13,Yes,Documentary,No,Smart TV,5,2,42.6,17,Net Banking,1
OTT8156,Apr,18,Basic,399,4,37.5,9,18,No,Sci-Fi,No,Smart TV,2,0,51.4,17,Credit Card,1
OTT8157,Apr,11,Standard,599,1,23.5,7,,Yes,Sci-Fi,No,Tablet,3,1,91.2,54,UPI,1
OTT8158,Apr,2,Standard,,2,22.4,5,5,No,Sci-Fi,No,Tablet,3,0,39.8,14,UPI,1
OTT8159,Apr,2,Premium,199,2,18.5,2,30,Yes,Comedy,No,Tablet,4,1,64.9,51,Net Banking,1
OTT8160,Jun,18,Basic,399,2,21.8,6,25,No,Horror,No,Smart TV,5,0,62.7,7,Debit Card,1
OTT8161,Mar,22,Basic,599,2,32.5,9,28,Yes,Documentary,No,Mobile,5,1,38.0,24,UPI,1
OTT8162,Jul,16,Premium,399,2,54.2,7,1,No,Comedy,Yes,Tablet,1,0,70.5,52,Debit Card,0
OTT8163,Feb,27,Basic,199,1,11.8,5,22,No,Documentary,Yes,Mobile,2,1,45.8,40,Net Banking,1
OTT8164,Feb,17,Standard,199,3,45.4,3,4,Yes,Sci-Fi,No,Tablet,3,0,46.4,5,Credit Card,0
OTT8165,Feb,17,Basic,199,3,27.5,4,4,Yes,Action,Yes,Tablet,5,0,57.1,17,Net Banking,0
OTT8166,Feb,6,Basic,199,2,57.2,1,23,No,Sci-Fi,No,Smart TV,4,0,71.9,59,Credit Card,1
OTT8167,May,33,Basic,599,1,40.5,7,25,Yes,Documentary,Yes,Smart TV,2,2,99.8,36,UPI,1
OTT8168,Mar,13,Basic,199,4,8.8,3,29,Yes,Sci-Fi,No,Smart TV,3,1,56.4,4,Net Banking,1
OTT8169,Jul,6,Basic,,4,44.5,3,,No,Horror,No,Tablet,4,2,80.4,59,UPI,1
OTT8170,Feb,26,Basic,399,4,30.1,1,8,Yes,Comedy,Yes,Laptop,1,0,82.6,27,UPI,0
OTT8171,May,19,Basic,599,1,33.0,7,13,Yes,Horror,Yes,Smart TV,3,0,80.9,0,Net Banking,1
OTT8172,Jun,19,Basic,199,,62.2,2,26,No,Sci-Fi,Yes,Smart TV,2,2,65.2,19,Credit Card,0
OTT8173,Mar,26,Basic,599,4,33.8,3,16,Yes,Comedy,Yes,Mobile,4,1,51.3,21,UPI,0
OTT8174,May,22,Standard,199,3,9.1,0,11,Yes,Horror,No,Laptop,4,0,59.7,9,UPI,0
OTT8175,Apr,11,Premium,599,2,44.5,3,18,Yes,Documentary,No,Mobile,1,1,56.7,23,UPI,0
OTT8176,Apr,22,Basic,199,,27.5,3,9,Yes,Comedy,Yes,Smart TV,,3,70.0,3,Credit Card,1
OTT8177,May,32,Standard,199,2,37.0,6,12,Yes,Action,Yes,Tablet,3,1,66.4,23,Credit Card,0
OTT8178,Feb,7,Basic,599,3,32.1,7,1,No,Documentary,No,Laptop,3,0,52.9,47,Debit Card,1
OTT8179,Mar,22,Standard,599,2,45.1,0,7,Yes,Sci-Fi,No,Smart TV,4,0,75.1,53,,0
OTT8180,Jan,6,Basic,599,1,13.5,9,23,Yes,Horror,No,Smart TV,2,1,41.5,27,UPI,1
OTT8181,May,15,Basic,599,1,34.2,2,16,Yes,Horror,No,Smart TV,2,0,29.2,25,Credit Card,1
OTT8182,Jul,18,Basic,599,3,46.9,0,7,No,Drama,Yes,Tablet,4,0,73.3,14,UPI,0
OTT8183,May,35,Basic,599,4,41.0,0,20,Yes,Drama,No,Mobile,4,0,63.3,51,Credit Card,0
OTT8184,May,34,Premium,,4,52.5,2,2,Yes,Drama,No,Smart TV,2,1,66.3,6,UPI,0
OTT8185,Feb,29,Standard,199,2,8.8,1,26,No,Drama,No,Smart TV,1,1,41.2,32,Credit Card,1
OTT8186,May,5,Basic,399,3,44.5,7,25,Yes,Sci-Fi,No,Tablet,3,1,47.8,5,Debit Card,1
OTT8187,Jan,24,Basic,399,3,46.2,0,26,No,Sci-Fi,No,Tablet,1,0,68.9,28,Credit Card,1
OTT8188,Apr,32,Basic,199,1,45.2,7,6,No,Sci-Fi,No,Tablet,4,1,57.2,45,Debit Card,0
OTT8189,Apr,30,Basic,599,4,47.9,8,16,Yes,Comedy,Yes,Smart TV,,1,83.6,46,Debit Card,0
OTT8190,Jul,5,Standard,599,4,45.8,7,15,Yes,Drama,No,Laptop,1,1,68.3,48,UPI,0
OTT8191,Mar,34,Standard,599,5,36.7,9,15,Yes,Documentary,Yes,Mobile,2,0,78.1,47,Net Banking,0
OTT8192,Mar,18,Standard,199,1,56.7,9,0,No,Drama,Yes,Laptop,4,0,84.2,42,Credit Card,0
OTT8193,Apr,21,Basic,199,4,42.0,9,25,No,Action,Yes,Laptop,1,0,86.8,25,Debit Card,1
OTT8194,Jan,22,Standard,599,4,,2,3,No,Documentary,Yes,Laptop,4,0,70.3,32,Net Banking,1
OTT8195,Jan,21,Basic,399,2,26.2,3,13,Yes,Sci-Fi,No,Laptop,5,0,78.1,29,Debit Card,1
OTT8196,Feb,35,Premium,399,4,57.9,7,20,Yes,Horror,No,Laptop,1,1,82.0,21,Debit Card,0
OTT8197,Apr,5,Premium,399,2,22.1,1,25,Yes,Comedy,No,Mobile,1,0,51.2,34,Net Banking,1
OTT8198,Apr,33,Premium,399,4,20.3,1,5,Yes,,No,Mobile,1,0,63.5,30,Net Banking,0
OTT8199,Mar,7,Standard,399,2,42.7,6,12,No,Comedy,No,Mobile,4,0,32.0,27,Net Banking,0
OTT8200,Feb,24,Basic,399,1,28.2,9,18,No,Action,No,Laptop,3,0,,54,Debit Card,1
OTT8201,Apr,8,Basic,199,2,24.1,3,26,Yes,Horror,Yes,Mobile,1,1,53.2,27,Credit Card,1
OTT8202,Mar,15,Standard,599,4,43.7,7,21,Yes,Action,No,Laptop,1,1,76.5,33,UPI,0
OTT8203,Mar,6,Standard,599,1,18.2,0,19,Yes,Horror,Yes,Laptop,3,0,39.8,38,Net Banking,1
OTT8204,Jun,5,Standard,599,3,60.2,4,19,Yes,Sci-Fi,No,Mobile,5,0,,16,Credit Card,0
OTT8205,Mar,23,Basic,399,4,29.5,8,16,Yes,Documentary,No,Tablet,4,0,47.3,18,Credit Card,1
OTT8206,Mar,20,Basic,399,4,27.2,5,29,No,Documentary,Yes,Tablet,1,0,96.6,11,UPI,1
OTT8207,Jul,12,Standard,199,5,29.3,8,29,Yes,Drama,No,Smart TV,5,1,60.7,52,UPI,1
OTT8208,Jan,21,Basic,399,5,41.9,0,14,Yes,Drama,No,Mobile,1,1,56.1,42,Debit Card,0
OTT8209,Jul,22,Standard,199,1,43.5,1,23,Yes,Documentary,Yes,Tablet,5,0,21.2,25,Credit Card,1
OTT8210,,25,Basic,399,3,22.9,5,14,Yes,Action,No,Smart TV,3,1,34.6,37,Credit Card,0
OTT8211,Jul,12,Standard,399,2,30.4,4,10,No,Comedy,No,Smart TV,2,1,51.8,27,UPI,0
OTT8212,Mar,2,Standard,399,5,11.5,7,10,Yes,Horror,No,Tablet,1,0,37.3,38,UPI,1
OTT8213,Jan,30,Premium,199,3,32.2,5,25,Yes,Horror,Yes,Tablet,5,0,,57,Net Banking,1
OTT8214,Jun,7,Basic,199,3,46.9,2,28,Yes,Sci-Fi,No,Tablet,5,0,54.7,11,Credit Card,1
OTT8215,May,18,Standard,399,1,20.5,2,26,No,Comedy,No,Smart TV,3,2,33.3,15,Debit Card,1
OTT8216,Jan,18,Premium,199,2,41.9,5,23,No,Action,No,Smart TV,5,0,31.9,46,Credit Card,1
OTT8217,May,28,Standard,199,1,26.7,7,21,No,Horror,No,Smart TV,,1,49.7,56,UPI,1
OTT8218,Jan,34,Basic,199,3,10.0,8,9,Yes,Documentary,No,Tablet,5,0,26.5,39,Net Banking,1
OTT8219,Feb,8,Premium,599,2,48.6,,0,Yes,Documentary,Yes,Laptop,2,1,63.5,3,Net Banking,0
OTT8220,Jan,19,Basic,399,4,31.1,2,10,Yes,Comedy,No,Mobile,3,0,37.6,56,UPI,0
OTT8221,Feb,6,Standard,199,5,22.0,7,8,No,Drama,Yes,Mobile,3,1,55.2,34,Debit Card,1
OTT8222,Jul,7,Standard,199,2,37.6,5,8,,Horror,Yes,Mobile,3,1,62.9,54,Net Banking,0
OTT8223,May,20,Standard,199,5,54.5,,0,Yes,Drama,No,Laptop,5,0,82.9,5,Net Banking,0
OTT8224,Jul,24,Basic,399,4,21.4,8,4,Yes,Horror,No,,5,0,37.6,2,Debit Card,1
OTT8225,Apr,29,Basic,399,1,38.1,9,4,Yes,Horror,No,Laptop,3,1,65.7,33,UPI,0
OTT8226,Apr,28,Standard,199,1,56.1,4,14,No,Sci-Fi,Yes,Laptop,4,0,56.2,47,Debit Card,0
OTT8227,Mar,5,Basic,399,3,22.5,0,15,Yes,Drama,No,Smart TV,2,3,40.2,1,UPI,1
OTT8228,,17,Basic,199,1,52.9,5,19,Yes,Documentary,Yes,Smart TV,2,0,30.0,22,Credit Card,0
OTT8229,Jul,33,Standard,599,2,45.6,7,9,No,Comedy,No,Laptop,5,0,64.7,19,Debit Card,0
OTT8230,May,6,Basic,399,5,30.0,2,16,No,Comedy,No,Smart TV,1,0,70.1,12,Net Banking,0
OTT8231,Jun,3,Standard,399,2,25.5,1,22,Yes,Comedy,No,Laptop,3,0,28.8,17,Debit Card,1
OTT8232,Jan,10,Basic,599,5,,6,1,No,Horror,No,Laptop,4,1,28.5,55,Debit Card,0
OTT8233,Mar,11,Basic,199,4,46.5,5,13,Yes,Horror,No,,4,0,42.5,5,Credit Card,0
OTT8234,Jul,23,Standard,199,5,46.2,5,5,Yes,Action,No,Laptop,2,0,27.5,,Debit Card,0
OTT8235,Jan,4,Basic,399,3,37.1,5,30,Yes,Horror,No,Laptop,4,1,71.1,28,Debit Card,1
OTT8236,Apr,7,Standard,599,1,45.9,2,7,Yes,Sci-Fi,Yes,Smart TV,4,2,98.0,36,Credit Card,0
OTT8237,Mar,26,Basic,399,2,33.1,5,7,No,Action,Yes,Laptop,3,1,38.0,19,Net Banking,0
OTT8238,May,33,Basic,399,2,18.0,0,15,Yes,Horror,Yes,Smart TV,1,1,5.0,54,Credit Card,1
OTT8239,Jul,35,Basic,199,1,9.3,7,10,No,Drama,Yes,Mobile,5,0,54.7,,UPI,0
OTT8240,May,28,Premium,199,4,15.7,7,25,Yes,Comedy,Yes,Mobile,2,0,53.3,22,UPI,1
OTT8241,Mar,35,Basic,199,5,23.9,3,29,Yes,Action,No,Laptop,4,0,97.1,33,Debit Card,1
OTT8242,Jun,16,Premium,599,2,0.3,1,7,Yes,Comedy,No,Smart TV,2,0,44.6,21,Credit Card,1
